image_filename,label_id,x,y,w,h,confidence
201711211.jpg,9,255.63819999999998,74.83320000000002,135.6444,164.0298,0.887957
201711211.jpg,3,153.5174,69.40665000000001,75.67960000000001,80.3079,0.524561
2008120625.jpg,9,123.76415999999998,140.673756,135.56416000000002,60.708376,0.999897
2008120625.jpg,9,114.27423999999999,267.116084,141.33312,52.214287999999996,0.99912
2008120625.jpg,9,119.48192,301.112552,144.87743999999998,60.546592000000004,0.997066
2008120625.jpg,9,120.08384000000001,229.30014400000002,124.23296,45.793432,0.993802
2008120625.jpg,9,120.16672,188.910426,129.39968,43.492076,0.990583
2008120625.jpg,9,74.16096000000002,341.15794400000004,115.88032,73.729848,0.964635
2008120625.jpg,9,157.83936,343.65168600000004,112.22656,57.39180399999999,0.954538
2008120625.jpg,9,187.61056000000002,382.70069400000006,98.43136,45.977044,0.871457
2008120625.jpg,9,439.33088000000004,79.34670600000001,77.25632,37.143124,0.853145
2008120625.jpg,4,562.59168,286.63759200000004,71.89184,133.187608,0.392949
2008120625.jpg,5,562.59168,286.63759200000004,71.89184,133.187608,0.606489
201309161.jpg,5,133.9616,98.12010000000002,93.6832,146.547,0.985962
200812083.jpg,3,3.7572000000000116,50.29649999999998,690.4552,510.807,0.350455
201807177.jpg,10,2.683400000000006,0.3958499999999958,340.45,294.1137,0.929102
200907151.jpg,9,90.69560000000001,94.8069,114.29599999999999,62.461800000000004,0.979703
200907151.jpg,9,170.8596,151.49325,143.0176,87.22529999999999,0.787836
200907151.jpg,9,164.1598,151.00889999999998,178.57,135.0792,0.385466
20130702.jpg,5,200.50419999999997,28.661249999999995,163.6036,206.3367,0.842678
20130702.jpg,5,105.19539999999999,79.28475000000002,242.294,224.1591,0.839548
20130702.jpg,4,194.9152,30.04139999999998,174.9568,202.71300000000002,0.451397
20130702.jpg,4,93.6164,58.003949999999975,267.5976,230.02050000000003,0.523698
201611031.jpg,9,88.34040000000002,123.06389999999999,166.04559999999998,87.7026,0.990309
201611031.jpg,9,291.93219999999997,258.44625,113.05000000000001,42.441300000000005,0.948582
20090428.jpg,3,147.9682,98.23949999999999,126.6004,116.2038,0.999689
201508145.jpg,2,234.57700000000003,114.47250000000001,41.17,28.951200000000004,0.933042
201511246.jpg,5,207.7628,257.86065,61.876799999999996,41.5893,0.684829
201804185.jpg,3,39.312200000000004,144.7101,252.4132,100.3248,0.83546
201401026.jpg,3,149.71519999999998,193.065,44.9984,16.995,0.257585
201401026.jpg,7,149.71519999999998,193.065,44.9984,16.995,0.372607
201401026.jpg,5,140.3228,198.19215,59.775999999999996,77.4219,0.999099
201401026.jpg,5,208.6566,131.2515,17.849999999999998,21.2532,0.926778
201401026.jpg,5,132.1844,139.80270000000002,25.096,36.3234,0.870217
201401026.jpg,5,103.11299999999999,152.748,25.5284,26.003999999999998,0.345656
201506251.jpg,5,48.163349999999994,87.99380000000002,209.11710000000002,287.8388,0.98965
201506251.jpg,3,3.152249999999995,297.70240000000007,87.70110000000001,103.32719999999999,0.95738
2017052523.jpg,8,107.8536,143.68800000000002,75.6064,71.6316,0.264051
201308275.jpg,7,247.1748,165.0765,77.164,65.2014,0.386938
201308275.jpg,3,111.2732,177.99809999999997,160.9928,124.338,0.31183
201308275.jpg,5,111.2732,177.99809999999997,160.9928,124.338,0.664636
201308275.jpg,5,162.8648,66.94725,106.4144,122.84309999999999,0.662659
201308275.jpg,5,188.29899999999998,0.9839999999999947,60.750800000000005,86.4666,0.599759
2010091514.jpg,9,141.65856,229.25544000000002,265.88992,214.14288,0.671804
200809013.jpg,5,120.84360000000001,142.8603,105.85359999999999,117.17219999999999,0.971474
200809013.jpg,5,250.23880000000003,188.3121,149.1976,153.46020000000001,0.330402
200809013.jpg,4,365.9352,181.23479999999998,232.6832,237.3816,0.997888
201512161.jpg,3,217.3404,69.57840000000002,29.604000000000003,72.015,0.252161
2018081420.jpg,3,166.45559999999998,49.83645,126.6664,149.7063,0.463757
2018081420.jpg,5,166.45559999999998,49.83645,126.6664,149.7063,0.71787
2009070214.jpg,5,73.63552,227.54632500000002,94.97528,32.930892,0.919163
201701108.jpg,3,114.10500000000002,68.71455000000003,286.3588,215.7387,0.939902
201506047.jpg,9,146.77079999999998,54.900749999999995,56.717600000000004,14.4495,0.978915
201506047.jpg,9,76.0404,84.67335,119.84079999999999,44.5521,0.973505
201506047.jpg,9,50.2972,57.7149,97.9216,40.3158,0.959337
201506047.jpg,9,81.85239999999999,110.30969999999999,149.2688,44.950199999999995,0.920153
201506047.jpg,9,149.17000000000002,66.76320000000001,46.1472,13.5168,0.725835
201506047.jpg,9,200.73899999999998,47.37915000000001,122.994,56.76990000000001,0.634475
201506047.jpg,9,92.95139999999999,131.71200000000002,125.6052,49.9704,0.363184
201506047.jpg,5,196.34379999999996,54.74279999999999,131.882,100.446,0.305931
2008112928.jpg,5,442.01056,221.86967999999996,65.96288,156.44496,0.999309
2008112928.jpg,5,181.21088,274.79928,56.36224,63.99792,0.977659
2008112928.jpg,5,111.10911999999999,263.16360000000003,70.23616,74.37456,0.964387
2008112928.jpg,5,368.71744,235.67952,71.13472,140.20800000000003,0.883902
2008112928.jpg,5,181.16928000000001,225.95592,51.36896,77.12976,0.861811
2008112928.jpg,4,248.37728,266.28168000000005,73.50592,79.15824,0.31073
2008112928.jpg,5,248.37728,266.28168000000005,73.50592,79.15824,0.61757
2008112928.jpg,4,245.16288,224.94312000000002,80.8512,44.625119999999995,0.450947
2008112928.jpg,3,525.21632,107.45664,109.84128,115.41024,0.983422
201008032.jpg,2,189.9534,84.10665,36.6652,34.3545,0.820403
201507015.jpg,5,38.651700000000005,0.5295999999999985,26.6928,22.2832,0.327223
200812101.jpg,5,426.4296,246.4461,219.45600000000002,311.7594,0.261322
2010093020.jpg,8,176.2914,36.13334999999999,99.5244,125.1849,0.7354
2010093020.jpg,8,251.9962,125.75774999999999,125.942,130.8435,0.674465
2010093020.jpg,4,241.5054,124.6311,121.24040000000001,136.983,0.310842
201101263.jpg,7,163.60736,289.98024,138.83968,127.17168,0.320639
201101263.jpg,5,347.12607999999994,131.68344,94.53760000000001,160.31856,0.999394
201101263.jpg,3,148.68576000000002,272.15328,166.35584,160.056,0.640218
200811296.jpg,5,104.97088,163.17623999999998,107.23456,163.0344,0.999947
200811296.jpg,5,175.5632,323.11608,143.20064,152.87568000000002,0.998835
200811296.jpg,5,442.40128,127.92912,110.6816,149.74848,0.997768
201009106.jpg,3,256.81952,100.39464000000001,140.31040000000002,123.4008,0.827706
201009106.jpg,3,51.93536000000003,92.64000000000001,456.58752,344.47584,0.562529
200812159.jpg,5,12.260159999999999,21.76656,251.48736,241.97568,0.292843
201604071.jpg,5,82.72160000000002,74.70585,298.8984,159.8073,0.299914
201604071.jpg,6,82.72160000000002,74.70585,298.8984,159.8073,0.613473
201604071.jpg,9,82.72160000000002,74.70585,298.8984,159.8073,0.319807
201211022.jpg,3,152.68544699999998,146.660384,37.87144,35.539711999999994,0.289467
200804281.jpg,2,81.07875,154.556292,16.688499999999998,9.607084,0.434815
201308125.jpg,3,188.5264,246.16485,101.65280000000001,54.5217,0.590679
2013090822.jpg,3,91.5796,27.39840000000001,273.592,286.12919999999997,0.533236
2013090822.jpg,5,91.5796,27.39840000000001,273.592,286.12919999999997,0.298469
2018081462.jpg,5,136.7624,50.5587,224.2312,144.85920000000002,0.856941
2018081462.jpg,3,142.95940000000002,51.99164999999999,199.5468,115.66290000000001,0.997667
201308216.jpg,8,178.122,88.62434999999998,122.4872,124.4367,0.324926
201308216.jpg,5,267.79440000000005,17.908200000000008,116.94800000000001,162.3096,0.655008
201308216.jpg,5,8.338400000000007,97.11734999999999,193.952,204.4053,0.315846
201308216.jpg,3,20.673199999999994,104.69084999999998,166.9816,193.54770000000002,0.278764
201011149.jpg,8,1.1362000000000023,42.6485395,327.1252,196.99938300000002,0.674826
201011149.jpg,2,181.286,264.75613849999996,140.2688,37.305639,0.513661
20080508.jpg,8,702.2835999999999,269.60550000000006,93.94160000000001,76.7886,0.357485
200909105.jpg,3,72.4502,58.2735,262.26759999999996,245.48100000000002,0.829713
20130624.jpg,9,133.4894,99.81581400000002,253.20200000000003,155.274384,0.80561
20130624.jpg,6,12.827600000000018,0.9642704999999978,197.4056,182.046207,0.555484
20130624.jpg,4,14.075799999999987,13.456132499999995,179.454,159.456939,0.304772
201708026.jpg,6,295.87579999999997,5.4538499999999885,104.8908,158.3991,0.773324
201708026.jpg,3,172.7712,152.13345,104.2448,124.8993,0.291541
201008038.jpg,2,111.8716,271.59285,45.6008,29.2191,0.611329
201705259.jpg,6,217.87529999999998,99.43119999999999,79.17179999999999,273.7816,0.332845
201705259.jpg,5,88.30995,152.79899999999998,106.21770000000001,150.518,0.999295
201705259.jpg,5,35.643150000000006,120.61979999999998,92.36789999999999,84.7388,0.994659
201705259.jpg,3,144.24375,92.5052,111.1065,106.9544,0.990668
201705259.jpg,2,118.0284,328.29479999999995,80.90280000000001,73.456,0.851402
2017041110.jpg,3,265.6366,102.77820000000001,126.2332,88.4394,0.919534
2008121516.jpg,6,342.89663999999993,417.47736,142.14272,62.4216,0.328164
2008121516.jpg,5,479.50656,417.66312,95.39583999999999,59.856480000000005,0.942731
2008121516.jpg,5,564.13824,394.07087999999993,67.98336,84.0768,0.541079
2008121516.jpg,5,143.23072,441.87239999999997,121.61664,38.15856,0.25774
2008121516.jpg,3,31.13696000000001,139.46952,106.14464,145.32432,0.945273
2008121516.jpg,3,271.96160000000003,256.8084,127.70944,105.2424,0.873326
2008121516.jpg,3,484.09760000000006,231.97823999999997,74.66816,48.57024,0.497247
2014030611.jpg,5,192.3057,289.001,99.2664,113.21000000000001,0.363616
200812124.jpg,5,23.820159999999994,324.85776000000004,53.24288,47.1504,0.560935
200812124.jpg,4,360.23456,199.04903999999996,56.512640000000005,109.82832,0.352392
2008111911.jpg,7,4.1420800000000035,380.32992,35.52896,32.16288,0.652411
2008111911.jpg,3,207.42431999999997,266.17656,163.14048,140.32752000000002,0.989671
2008111911.jpg,3,70.19776000000002,275.96351999999996,115.10911999999999,111.29664,0.989391
2010110213.jpg,6,6.408399999999997,133.5903,63.5888,108.5406,0.440503
201711173.jpg,3,288.121,16.3536,64.5188,27.9756,0.532823
2015062611.jpg,5,153.0756,154.67205,65.8072,132.5013,0.999995
201806112.jpg,7,163.6576,221.15370000000001,204.4184,82.8864,0.282748
201806112.jpg,5,209.8578,70.15755,107.08200000000001,94.8717,0.979141
201806112.jpg,5,152.73199999999997,85.74075,60.047200000000004,65.4897,0.722533
2009070213.jpg,5,42.11766,24.31684200000001,346.20687,265.79931600000003,0.555189
2009070213.jpg,4,37.91659500000003,23.561154000000002,354.112326,222.563364,0.763503
201309266.jpg,6,201.78599999999997,141.09195,21.6336,15.617700000000001,0.309641
201010054.jpg,5,52.5108,215.08395,102.0392,85.8159,0.591105
201010054.jpg,5,361.85360000000003,260.57925,37.1528,39.2631,0.573207
201010054.jpg,3,54.39199999999999,216.85710000000003,101.64,84.96719999999999,0.255161
201803145.jpg,7,141.0765,227.5568,107.07300000000001,60.7296,0.682477
201803145.jpg,5,118.15964999999998,157.14059999999998,127.55789999999999,136.36360000000002,0.999494
201803145.jpg,5,37.24305,352.13219999999995,81.1695,45.589200000000005,0.732642
201807242.jpg,5,187.3598,195.11520000000002,67.2956,49.6242,0.999725
201807242.jpg,5,80.98580000000001,256.91205,67.73320000000001,44.6397,0.978628
201807242.jpg,5,231.02919999999995,163.11360000000002,55.5488,29.6556,0.976088
201807242.jpg,5,241.50179999999995,193.206,54.9492,37.7676,0.952191
201807242.jpg,5,192.8298,117.62700000000001,32.0892,16.9818,0.583288
201807242.jpg,5,148.13,230.2734,81.32239999999999,43.1394,0.298214
201807242.jpg,4,64.71019999999999,149.36339999999996,77.91080000000001,55.977000000000004,0.675439
201807242.jpg,3,100.92659999999998,175.78305,88.5588,55.430699999999995,0.97699
201807242.jpg,3,145.47920000000002,234.91125,81.88,36.2817,0.938119
201807242.jpg,2,265.653,222.54915,71.6812,35.2275,0.961723
201807242.jpg,2,164.34240000000003,146.92065,25.984,14.5095,0.250699
201411109.jpg,9,312.2298,94.8879,31.0124,13.5198,0.258937
201611249.jpg,13,3.323200000000014,5.729550000000003,213.1784,203.85150000000002,0.715443
201611249.jpg,5,172.7508,4.970250000000007,222.108,194.2365,0.327208
201611249.jpg,7,172.7508,4.970250000000007,222.108,194.2365,0.375918
201611249.jpg,5,6.2235999999999905,22.260599999999997,218.4904,216.9432,0.865893
201009146.jpg,5,35.286400000000015,161.73000000000005,573.01248,313.0872,0.875147
201207179.jpg,5,180.39620000000002,67.4928,181.6188,177.35760000000002,0.999957
201207179.jpg,5,39.63840000000001,106.8927,115.6432,129.07739999999998,0.999948
200904141.jpg,5,119.6402,155.90265,53.513999999999996,71.21849999999999,0.999951
2008120715.jpg,11,56.986080000000015,95.31899999999999,195.71231999999998,147.942,0.345972
2008120715.jpg,13,56.986080000000015,95.31899999999999,195.71231999999998,147.942,0.451729
20120920.jpg,5,50.27459999999999,13.242899999999992,218.6716,194.4162,0.998538
20120920.jpg,5,284.02880000000005,245.48594999999997,81.0848,55.978500000000004,0.992106
20120920.jpg,5,77.94640000000001,16.075950000000006,221.05039999999997,309.5505,0.851626
20120920.jpg,3,52.354600000000005,8.751450000000006,238.6956,283.1991,0.815962
20130516.jpg,5,74.14779999999999,124.86899999999999,107.6332,142.4664,0.988928
20130516.jpg,5,115.8712,214.29285,84.6688,67.2273,0.932511
20130516.jpg,5,183.75119999999998,121.98585,108.7912,143.3793,0.910034
201807052.jpg,5,238.65619999999996,26.914050000000003,105.81640000000002,63.3351,0.999776
201807052.jpg,5,8.950000000000017,31.097700000000003,363.8176,289.4244,0.997733
200909012.jpg,6,344.63935999999995,339.97104,69.27616,48.9024,0.436713
200909012.jpg,5,400.25696,3.387120000000003,50.0768,102.09264,0.486189
200909012.jpg,2,10.776639999999993,115.02072,127.05728,247.69776,0.864994
200909012.jpg,2,440.8112,341.06399999999996,28.803200000000004,28.21536,0.396424
200909012.jpg,2,402.51488,342.26952,25.888640000000002,34.5384,0.39474
200909012.jpg,2,261.22048,361.95552,48.501760000000004,35.23296,0.392294
201308295.jpg,9,161.24219999999997,167.65214999999998,90.4068,84.8625,0.999896
201308295.jpg,9,230.5326,227.5191,127.51079999999999,71.1324,0.999875
201308295.jpg,9,132.53400000000002,135.04274999999998,79.8472,62.1279,0.999276
201308295.jpg,9,110.97600000000003,109.73295,67.65679999999999,43.4007,0.996066
201408252.jpg,5,203.41580000000002,85.52220000000001,52.077200000000005,96.33959999999999,0.260139
201009089.jpg,8,100.46463999999997,242.01192000000003,130.22848,62.632799999999996,0.428669
200811118.jpg,6,231.22048,127.47144000000003,172.03071999999997,302.38608,0.376584
200811118.jpg,5,363.34112,118.74696,99.92384,156.17808000000002,0.813111
2015042314.jpg,9,10.40379999999999,92.40630000000002,204.3092,105.0354,0.277426
